OTUname,phylum,class,order,family,genus,species,A,B,C,clFDR
OTU_46,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.27090404223477027
OTU_243,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,unclassified Coprococcus,1.95996398454005,0,0,0.27093170577826475
OTU_689,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.2709544635677262
OTU_134,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2709790614209823
OTU_489,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2709798342082775
OTU_270,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.2710056871913648
OTU_283,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,unclassified Coprococcus,1.95996398454005,0,0,0.27104977633131566
OTU_888,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,pullicaecorum,1.95996398454005,0,0,0.27133127382496697
OTU_111,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,unclassified Lachnospira,1.95996398454005,0,0,0.27148060186259215
OTU_627,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.27161756639888524
OTU_1454,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia,1.95996398454005,0,0,0.27177935900614136
OTU_1339,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,1.95996398454005,0,0,0.27186472794575606
OTU_1107,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,formicilis,1.95996398454005,0,0,0.2718647279457561
OTU_561,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2718647279457561
OTU_421,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.2718647279457561
OTU_417,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2718647279457561
OTU_590,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2718647279457561
OTU_911,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,hathewayi,1.95996398454005,0,0,0.2718647279457561
OTU_17,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.27201313303500835
OTU_441,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.27224603265915603
OTU_805,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2722460326591561
OTU_1421,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,xylanivorans,1.95996398454005,0,0,0.27249030629278315
OTU_31,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,formicilis,1.95996398454005,0,0,0.2725393470625004
OTU_631,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.2727669579861757
OTU_19,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bromii,1.95996398454005,0,0,0.2728824925442947
OTU_584,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,unclassified Lachnospira,1.95996398454005,0,0,0.2729625632284978
OTU_793,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia,1.95996398454005,0,0,0.2729864261380103
OTU_471,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,unclassified Mogibacteriaceae,unclassified Mogibacteriaceae,0,0,0,0.27328006688785006
OTU_456,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,vadensis,0,0,0,0.27328006688785006
OTU_502,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,unclassified Fusobacteriaceae,unclassified Fusobacteriaceae,0,0,0,0.27328006688785006
OTU_779,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,human,gut metagenome,0,0,0,0.27328006688785006
OTU_973,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Prevotella,unclassified Prevotella,0,0,0,0.27328006688785006
OTU_1326,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia,1.95996398454005,0,0,0.2733316690330607
OTU_1117,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,symbiosum,-2.70950030675198,0,0,0.27390354576234405
OTU_457,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.2739036997867901
OTU_924,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,lavalensis,1.95996398454005,0,0,0.2742056230152392
OTU_135,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.2744265750478276
OTU_1274,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,unclassified Lachnospira,1.95996398454005,0,0,0.2745309373238454
OTU_180,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2745309373238454
OTU_935,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,unclassified Anaerostipes,1.95996398454005,0,0,0.27462930780924505
OTU_156,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.27462930780924505
OTU_1333,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,lactaris,1.95996398454005,0,0,0.27462930780924505
OTU_597,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gauvreauii,1.95996398454005,0,0,0.27462930780924505
OTU_751,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia,1.95996398454005,0,0,0.27462930780924505
OTU_715,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,hathewayi,1.95996398454005,0,0,0.27462930780924505
OTU_567,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.27462930780924505
OTU_365,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,unclassified Atopobium,1.95996398454005,0,0,0.27462930780924505
OTU_612,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,unclassified Coriobacteriaceae,unclassified Coriobacteriaceae,1.95996398454005,0,0,0.27462930780924505
OTU_1341,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,termitidis,1.95996398454005,0,0,0.27462930780924505
OTU_574,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.27462930780924505
OTU_141,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.27462930780924505
OTU_481,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.27462930780924505
OTU_797,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.27462930780924505
OTU_551,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.27462930780924505
OTU_1283,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bromii,1.95996398454005,0,0,0.27462930780924505
OTU_1067,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.27462930780924505
OTU_294,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.27462930780924505
OTU_615,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.27462930780924505
OTU_528,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.27462930780924505
OTU_595,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.27462930780924505
OTU_729,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus,1.95996398454005,0,0,0.27462930780924505
OTU_67,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,porcina,1.95996398454005,0,0,0.27462930780924505
OTU_548,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,unclassified Coprococcus,1.95996398454005,0,0,0.27462930780924505
OTU_196,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2746293078092451
OTU_705,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2746293078092451
OTU_1102,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae,1.95996398454005,0,0,0.2746293078092451
OTU_1304,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.2746293078092451
OTU_120,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae,1.95996398454005,0,0,0.274994315678136
OTU_361,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,unclassified Mogibacteriaceae,unclassified Mogibacteriaceae,0,0,0,0.27508746608387685
OTU_342,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,1.95996398454005,0,0,0.2756110758819385
OTU_781,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unclassified Streptococcus,-1.95996398454005,0,0,0.2760118426278438
OTU_226,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,catus,1.95996398454005,0,0,0.27645293831420775
OTU_76,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,unclassified Sutterella,0,0,0,0.2767651259325383
